order_id,name,ordered_at,price,quantity,line_total
10070,"""ICE CREAM"" Wildberry",2018-01-03 00:25:38,$1.50,1,$1.50
10070,"""MISC"" Ice Cream Cake",2018-01-03 00:25:38,$2.00,1,$2.00
10071,"""BEVERAGE"" Iced Coffee",2018-01-03 00:55:06,$2.50,3,$7.50
10072,"""BEVERAGE"" Tea",2018-01-03 01:44:44,$4.00,2,$8.00
10072,"""ICE CREAM"" Rocky Road",2018-01-03 01:44:44,$3.50,3,$10.50
10072,"""ICE CREAM"" Earl Gray",2018-01-03 01:44:44,$0.50,2,$1.00
10072,"""SORBET"" Raspberry",2018-01-03 01:44:44,$2.50,2,$5.00
10073,"""ICE CREAM"" Mint Chip",2018-01-03 01:45:00,$1.50,3,$4.50
10073,"""ICE CREAM"" Mint Chip",2018-01-03 01:45:00,$1.50,3,$4.50
10073,"""ICE CREAM"" Mint Chip",2018-01-03 01:45:00,$1.50,1,$1.50
10073,"""ICE CREAM"" Rocky Road",2018-01-03 01:45:00,$3.50,2,$7.00
10073,"""ICE CREAM"" Mint Chip",2018-01-03 01:45:00,$1.50,3,$4.50
10074,"""ICE CREAM"" Dark Chocolate",2018-01-03 02:11:33,$4.00,2,$8.00
10074,"""CONE"" Waffle Cone",2018-01-03 02:11:33,$4.00,3,$12.00
10074,"""ICE CREAM"" Vanilla Bean",2018-01-03 02:11:33,$1.50,1,$1.50
10074,"""ICE CREAM"" Mint Chip",2018-01-03 02:11:33,$1.50,2,$3.00
10074,"""ICE CREAM"" Double Fudge Chunk",2018-01-03 02:11:33,$3.50,1,$3.50
10075,"""CONE"" Cookie Cone",2018-01-03 02:27:52,$4.00,3,$12.00
10076,"""ICE CREAM"" Maple Brown Sugar",2018-01-03 02:34:00,$2.00,2,$4.00
10076,"""SORBET"" Raspberry",2018-01-03 02:34:00,$2.50,2,$5.00
10077,"""ICE CREAM"" Strawberry",2018-01-03 03:26:11,$3.50,1,$3.50
10077,"""CONE"" Cookie Cone",2018-01-03 03:26:11,$4.00,3,$12.00
10077,"""ICE CREAM"" Wildberry",2018-01-03 03:26:11,$1.50,3,$4.50
10077,"""ICE CREAM"" Rocky Road",2018-01-03 03:26:11,$3.50,2,$7.00
10078,"""ICE CREAM"" Earl Gray",2018-01-03 04:09:37,$0.50,1,$0.50
10078,"""MISC"" Ice Cream Cake",2018-01-03 04:09:37,$2.00,1,$2.00
10078,"""SORBET"" Watermelon",2018-01-03 04:09:37,$2.50,1,$2.50
10078,"""CONE"" Sugar Cone",2018-01-03 04:09:37,$1.00,3,$3.00
10078,"""CONE"" Brownie Cone",2018-01-03 04:09:37,$3.00,2,$6.00
10079,"""SORBET"" Watermelon",2018-01-03 04:56:24,$2.50,2,$5.00
10079,"""SORBET"" Raspberry",2018-01-03 04:56:24,$2.50,1,$2.50
10080,,2018-01-03 05:46:44,$1.50,3,$4.50
10080,"""BEVERAGE"" Tea",2018-01-03 05:46:44,$4.00,1,$4.00
10080,"""ICE CREAM"" Strawberry",2018-01-03 05:46:44,$3.50,2,$7.00
10080,"""MISC"" Ice Cream Cake",2018-01-03 05:46:44,$2.00,1,$2.00
10080,"""ICE CREAM"" Earl Gray",2018-01-03 05:46:44,$0.50,2,$1.00
10081,"""ICE CREAM"" Matcha",2018-01-03 06:38:05,$1.50,1,$1.50
10081,"""ICE CREAM"" Rocky Road",2018-01-03 06:38:05,$3.50,2,$7.00
10081,"""ICE CREAM"" Matcha",2018-01-03 06:38:05,$1.50,2,$3.00
10082,"""ICE CREAM"" Wildberry",2018-01-03 06:38:21,$1.50,2,$3.00
10082,"""ICE CREAM"" Matcha",2018-01-03 06:38:21,$1.50,3,$4.50
10082,"""ICE CREAM"" Peanut Fudge",2018-01-03 06:38:21,$3.50,3,$10.50
10082,,2018-01-03 06:38:21,$1.50,2,$3.00
10083,"""ICE CREAM"" Mint Chip",2018-01-03 06:41:57,$1.50,1,$1.50
10083,"""ICE CREAM"" Dark Chocolate",2018-01-03 06:41:57,$4.00,1,$4.00
10083,"""ICE CREAM"" Matcha",2018-01-03 06:41:57,$1.50,2,$3.00
10083,"""CONE"" Waffle Cone",2018-01-03 06:41:57,$4.00,3,$12.00
10084,"""SORBET"" Raspberry",2018-01-03 07:10:59,$2.50,3,$7.50
10084,"""BEVERAGE"" Espresso",2018-01-03 07:10:59,$2.50,1,$2.50
10084,"""BEVERAGE"" Espresso",2018-01-03 07:10:59,$2.50,2,$5.00
10085,,2018-01-03 07:16:53,$4.00,1,$4.00
10085,"""BEVERAGE"" Tea",2018-01-03 07:16:53,$4.00,3,$12.00
10085,"""ICE CREAM"" Matcha",2018-01-03 07:16:53,$1.50,2,$3.00
10086,"""ICE CREAM"" Earl Gray",2018-01-03 08:05:23,$0.50,1,$0.50
10087,"""ICE CREAM"" Peanut Fudge",2018-01-03 08:08:49,$3.50,1,$3.50
10087,"""SORBET"" Watermelon",2018-01-03 08:08:49,$2.50,1,$2.50
10087,"""MISC"" Ice Cream Cake",2018-01-03 08:08:49,$2.00,1,$2.00
10087,"""ICE CREAM"" Strawberry",2018-01-03 08:08:49,$3.50,3,$10.50
10087,"""ICE CREAM"" Peanut Fudge",2018-01-03 08:08:49,$3.50,3,$10.50
10088,"""ICE CREAM"" Vanilla Bean",2018-01-03 08:19:52,$1.50,3,$4.50
10088,"""CONE"" Sugar Cone",2018-01-03 08:19:52,$1.00,2,$2.00
10088,"""SORBET"" Blood Orange",2018-01-03 08:19:52,$2.50,2,$5.00
10088,"""ICE CREAM"" Strawberry",2018-01-03 08:19:52,$3.50,3,$10.50
10089,"""BEVERAGE"" Tea",2018-01-03 08:49:11,$4.00,2,$8.00
10089,"""BEVERAGE"" Tea",2018-01-03 08:49:11,$4.00,3,$12.00
10089,"""SORBET"" Raspberry",2018-01-03 08:49:11,$2.50,2,$5.00
10089,"""ICE CREAM"" Dulce De Leche",2018-01-03 08:49:11,$1.50,3,$4.50
10089,,2018-01-03 08:49:11,$4.00,1,$4.00
10090,"""SORBET"" Blood Orange",2018-01-03 09:05:40,$-2.50,2,$-5.00
10090,"""ICE CREAM"" Double Fudge Chunk",2018-01-03 09:05:40,$3.50,2,$7.00
10090,"""SORBET"" Raspberry",2018-01-03 09:05:40,$2.50,2,$5.00
10090,"""ICE CREAM"" Wildberry",2018-01-03 09:05:40,$1.50,2,$3.00
10090,"""ICE CREAM"" Rocky Road",2018-01-03 09:05:40,$3.50,2,$7.00
10091,"""SORBET"" Blood Orange",2018-01-03 09:14:48,$2.50,2,$5.00
10091,"""SORBET"" Blood Orange",2018-01-03 09:14:48,$2.50,2,$5.00
10091,"""SORBET"" Watermelon",2018-01-03 09:14:48,$2.50,1,$2.50
10092,"""ICE CREAM"" Peanut Fudge",2018-01-03 09:44:29,$3.50,3,$10.50
10092,"""CONE"" Sugar Cone",2018-01-03 09:44:29,$1.00,2,$2.00
10092,"""CONE"" Cookie Cone",2018-01-03 09:44:29,$4.00,3,$12.00
10092,"""CONE"" Sugar Cone",2018-01-03 09:44:29,$1.00,2,$2.00
10093,,2018-01-03 09:57:16,$3.50,2,$7.00
10093,"""BEVERAGE"" Tea",2018-01-03 09:57:16,$4.00,1,$4.00
10093,"""BEVERAGE"" Iced Coffee",2018-01-03 09:57:16,$2.50,3,$7.50
10094,"""ICE CREAM"" Wildberry",2018-01-03 10:29:11,$1.50,2,$3.00
10094,"""CONE"" Waffle Cone",2018-01-03 10:29:11,$4.00,2,$8.00
10094,"""ICE CREAM"" Earl Gray",2018-01-03 10:29:11,$0.50,3,$1.50
10094,"""BEVERAGE"" Iced Coffee",2018-01-03 10:29:11,$2.50,1,$2.50
10094,"""CONE"" Brownie Cone",2018-01-03 10:29:11,$3.00,2,$6.00
10095,"""ICE CREAM"" Dulce De Leche",2018-01-03 11:03:50,$1.50,3,$4.50
10095,"""ICE CREAM"" Vanilla Bean",2018-01-03 11:03:50,$1.50,3,$4.50
10095,"""BEVERAGE"" Tea",2018-01-03 11:03:50,$4.00,2,$8.00
10095,"""CONE"" Waffle Cone",2018-01-03 11:03:50,$4.00,3,$12.00
10096,,2018-01-03 11:31:03,$1.50,1,$1.50
10096,"""SORBET"" Lemon",2018-01-03 11:31:03,$2.50,2,$5.00
10096,"""CONE"" Brownie Cone",2018-01-03 11:31:03,$3.00,1,$3.00
10096,"""ICE CREAM"" Dark Chocolate",2018-01-03 11:31:03,$4.00,2,$8.00
10097,"""BEVERAGE"" Iced Coffee",2018-01-03 12:20:11,$2.50,2,$6.00
10097,"""MISC"" Ice Cream Cake",2018-01-03 12:20:11,$2.00,3,$6.00
10097,"""ICE CREAM"" Dulce De Leche",2018-01-03 12:20:11,$1.50,3,$4.50
10098,"""ICE CREAM"" Strawberry",2018-01-03 13:08:43,$3.50,3,$10.50
10098,"""ICE CREAM"" Candied Bacon",2018-01-03 13:08:43,$0.50,1,$0.50
10099,"""ICE CREAM"" Double Fudge Chunk",2018-01-03 14:03:34,$3.50,1,$3.50
10099,"""SORBET"" Blood Orange",2018-01-03 14:03:34,$2.50,1,$2.50
10100,"""BEVERAGE"" Espresso",2018-01-03 14:11:28,$2.50,3,$7.50
10100,"""ICE CREAM"" Wildberry",2018-01-03 14:11:28,$1.50,2,$3.00
10101,"""CONE"" Waffle Cone",2018-01-03 14:42:04,$4.00,1,$4.00
10102,"""BEVERAGE"" Iced Coffee",2018-01-03 14:50:28,$2.50,3,$7.50
10102,"""BEVERAGE"" Tea",2018-01-03 14:50:28,$4.00,2,$8.00
10102,"""ICE CREAM"" Maple Brown Sugar",2018-01-03 14:50:28,$2.00,1,$2.00
10102,"""ICE CREAM"" Vanilla Bean",2018-01-03 14:50:28,$1.50,1,$1.50
10103,"""BEVERAGE"" Tea",2018-01-03 15:18:54,$4.00,3,$12.00
10103,"""BEVERAGE"" Iced Coffee",2018-01-03 15:18:54,$2.50,1,$2.50
10103,"""SORBET"" Lemon",2018-01-03 15:18:54,$2.50,1,$2.50
10104,"""ICE CREAM"" Matcha",2018-01-03 15:37:26,$1.50,3,$4.50
10105,"""ICE CREAM"" Earl Gray",2018-01-03 16:26:57,$0.50,3,$1.50
10105,"""SORBET"" Lemon",2018-01-03 16:26:57,$2.50,3,$7.50
